model,model_family,strategy,actual_device,selection_split,cost_scenario,cost_ratio,roc_auc,pr_auc,precision,recall,f1,threshold,tn,fp,fn,tp,fn_cost,fp_cost,total_cost
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.2131979695431472,0.5300751879699248,0.3040899637988138,0.12,35118,7285,1750,1974,10,1,24785
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.22375423318819546,0.4967776584317938,0.3085390260173449,0.13,35985,6418,1874,1850,10,1,25158
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.235038084874864,0.4640171858216971,0.3120260021668472,0.14,36779,5624,1996,1728,10,1,25584
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.244599939154244,0.4317937701396348,0.312293649252282,0.15,37437,4966,2116,1608,10,1,26126
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.25708432912256746,0.40440386680988183,0.3143393863494051,0.16,38051,4352,2218,1506,10,1,26532
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.2689655172413793,0.3770139634801289,0.313953488372093,0.17,38587,3816,2320,1404,10,1,27016
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.28289473684210525,0.3579484425349087,0.3160265528686581,0.18,39024,3379,2391,1333,10,1,27289
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.29700401037980656,0.33807733619763697,0.31621248273263847,0.19,39423,2980,2465,1259,10,1,27630
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.30779357556608744,0.31390977443609025,0.31082159000265885,0.2,39774,2629,2555,1169,10,1,28179
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.3205950991831972,0.2951127819548872,0.30732662192393734,0.21,40074,2329,2625,1099,10,1,28579
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.33322591040928135,0.27765843179377014,0.3029148967335579,0.22,40334,2069,2690,1034,10,1,28969
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.3408929836995039,0.25832438238453276,0.2939199511151848,0.23,40543,1860,2762,962,10,1,29480
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.3508017207665233,0.2408700322234157,0.2856233083903837,0.24,40743,1660,2827,897,10,1,29930
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.3577306193157211,0.22180451127819548,0.2738272832753191,0.25,40920,1483,2898,826,10,1,30463
stage5_lightgbm_raw_gpu,lightgbm,raw,gpu,valid,fn10_fp1,10:1,0.7641809727961154,0.2569212584816172,0.3605212355212355,0.2005907626208378,0.2577639751552795,0.26,41078,1325,2977,747,10,1,31095
