model,model_family,strategy,calibration_method,selection_split,roc_auc,pr_auc,precision,recall,f1,threshold,tn,fp,fn,tp
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.4794007490636704,0.06874328678839957,0.12024424612494129,0.49,42125,278,3468,256
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.478,0.06417830290010741,0.11316287878787878,0.5,42142,261,3485,239
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.48187633262260127,0.06068743286788399,0.10779871213927975,0.51,42160,243,3498,226
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.48306997742663654,0.057465091299677765,0.10271178305735541,0.52,42174,229,3510,214
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.48936170212765956,0.055585392051557464,0.09983120327947914,0.53,42187,216,3517,207
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.5115089514066496,0.05370569280343716,0.09720534629404617,0.54,42212,191,3524,200
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.5202156334231806,0.05182599355531686,0.09426129426129426,0.55,42225,178,3531,193
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.5270655270655271,0.04967776584317938,0.09079754601226994,0.56,42237,166,3539,185
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.5333333333333333,0.047261009667024706,0.08682782437099161,0.57,42249,154,3548,176
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.5301587301587302,0.04484425349087003,0.08269373607328546,0.58,42255,148,3557,167
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.5392156862745098,0.04430719656283566,0.08188585607940446,0.59,42262,141,3559,165
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.5395189003436426,0.04215896885069818,0.07820672478206725,0.6,42269,134,3567,157
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.5398550724637681,0.040010741138560686,0.0745,0.61,42276,127,3575,149
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.5461538461538461,0.038131041890440386,0.071285140562249,0.62,42285,118,3582,142
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.5368852459016393,0.03517722878625134,0.06602822580645161,0.63,42290,113,3593,131
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.5377777777777778,0.032491944146079484,0.06128133704735376,0.64,42299,104,3603,121
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.5528846153846154,0.03088077336197637,0.05849440488301119,0.65,42310,93,3609,115
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.5612244897959183,0.02953813104189044,0.05612244897959184,0.66,42317,86,3614,110
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.5597826086956522,0.02765843179377014,0.05271238485158649,0.67,42322,81,3621,103
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.5747126436781609,0.02685284640171858,0.051308363263211906,0.68,42329,74,3624,100
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.5644171779141104,0.024704618689581095,0.047337278106508875,0.69,42332,71,3632,92
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.5796178343949044,0.02443609022556391,0.04689513012110281,0.7,42337,66,3633,91
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.5771812080536913,0.02309344790547798,0.044410018073844565,0.71,42340,63,3638,86
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.5827338129496403,0.021750805585392052,0.04193631892311675,0.72,42345,58,3643,81
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.5905511811023622,0.020139634801288938,0.03895092183848351,0.73,42351,52,3649,75
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.5867768595041323,0.019065520945220193,0.03693107932379714,0.74,42353,50,3653,71
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.5765765765765766,0.017185821697099892,0.033376792698826596,0.75,42356,47,3660,64
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.5773195876288659,0.015037593984962405,0.029311698508243916,0.76,42362,41,3668,56
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.5903614457831325,0.013157894736842105,0.02574205411084844,0.77,42369,34,3675,49
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.5974025974025974,0.012352309344790547,0.024204156800841883,0.78,42372,31,3678,46
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.5970149253731343,0.010741138560687433,0.021102611448166712,0.79,42376,27,3684,40
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.6101694915254238,0.00966702470461869,0.0190325138778747,0.8,42380,23,3688,36
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.5909090909090909,0.006981740064446832,0.013800424628450107,0.81,42385,18,3698,26
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.6153846153846154,0.00644468313641246,0.012755779962795642,0.82,42388,15,3700,24
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.6363636363636364,0.005639097744360902,0.011179132286398722,0.83,42391,12,3703,21
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.6428571428571429,0.004833512352309345,0.009594882729211088,0.84,42393,10,3706,18
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.6818181818181818,0.004027926960257788,0.00800854244527496,0.85,42396,7,3709,15
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.6470588235294118,0.002953813104189044,0.005880780539962577,0.86,42397,6,3713,11
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.6923076923076923,0.0024167561761546724,0.004816697886004816,0.87,42399,4,3715,9
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.6363636363636364,0.0018796992481203006,0.003748326639892905,0.88,42399,4,3717,7
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.6666666666666666,0.001611170784103115,0.0032145727297080095,0.89,42400,3,3718,6
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.4,0.0005370569280343716,0.0010726736390453205,0.9,42400,3,3722,2
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.5,0.0005370569280343716,0.001072961373390558,0.91,42401,2,3722,2
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.5,0.0005370569280343716,0.001072961373390558,0.92,42401,2,3722,2
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.0,0.0,0.0,0.93,42402,1,3724,0
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.0,0.0,0.0,0.94,42402,1,3724,0
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.0,0.0,0.0,0.95,42403,0,3724,0
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.0,0.0,0.0,0.96,42403,0,3724,0
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.0,0.0,0.0,0.97,42403,0,3724,0
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.0,0.0,0.0,0.98,42403,0,3724,0
stage5_lightgbm_smote_gpu,lightgbm,smote,sigmoid,valid,0.7667841150712007,0.2568337809249825,0.0,0.0,0.0,0.99,42403,0,3724,0
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.08284129141507542,0.9983888292158969,0.15298837568151424,0.01,1240,41163,6,3718
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.09586895343280412,0.969656283566058,0.17448659096400096,0.02,8348,34055,113,3611
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.10738876709790965,0.9339419978517723,0.19262828501010773,0.03,13494,28909,246,3478
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.12381097328970397,0.8737916219119226,0.21688995534226488,0.04,19375,23028,470,3254
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.1383219954648526,0.8190118152524167,0.2366726158143866,0.05,23403,19000,674,3050
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.14763739606570675,0.7819548872180451,0.24837939269873763,0.06,25591,16812,812,2912
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.1626567468650627,0.7279806659505907,0.26590162326516603,0.07,28447,13956,1013,2711
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.16284803656263155,0.7271750805585392,0.2661032771581585,0.08,28482,13921,1016,2708
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.17173404610758436,0.6901181525241675,0.2750280913906576,0.09,30008,12395,1154,2570
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.18793840199951625,0.6259398496240601,0.2890804241334408,0.1,32331,10072,1393,2331
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.20089410449846326,0.5792158968850698,0.2983196182836595,0.11,33823,8580,1567,2157
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.21858168761220825,0.523093447905478,0.3083254194365305,0.12,35439,6964,1776,1948
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.25083969465648853,0.4411922663802363,0.3198364804360522,0.13,37496,4907,2081,1643
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.25083969465648853,0.4411922663802363,0.3198364804360522,0.14,37496,4907,2081,1643
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.2517321016166282,0.4390440386680988,0.3199921714453469,0.15,37543,4860,2089,1635
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.28191808191808193,0.3788936627282492,0.32329018215144917,0.16,38809,3594,2313,1411
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.2918110918544194,0.3617078410311493,0.32302158273381293,0.17,39134,3269,2377,1347
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.299953531598513,0.3466702470461869,0.3216243148978575,0.18,39390,3013,2433,1291
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.299953531598513,0.3466702470461869,0.3216243148978575,0.19,39390,3013,2433,1291
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.299953531598513,0.3466702470461869,0.3216243148978575,0.2,39390,3013,2433,1291
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.30800302953799547,0.3276047261009667,0.31750162654521796,0.21,39662,2741,2504,1220
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.3362977602108037,0.2741675617615467,0.30207100591715974,0.22,40388,2015,2703,1021
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.3401499659168371,0.2679914070891514,0.29978972664463804,0.23,40467,1936,2726,998
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.3401499659168371,0.2679914070891514,0.29978972664463804,0.24,40467,1936,2726,998
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.3401499659168371,0.2679914070891514,0.29978972664463804,0.25,40467,1936,2726,998
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.3401499659168371,0.2679914070891514,0.29978972664463804,0.26,40467,1936,2726,998
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.3401499659168371,0.2679914070891514,0.29978972664463804,0.27,40467,1936,2726,998
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.3675171736997056,0.20112781954887218,0.2599791738979521,0.28,41114,1289,2975,749
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.3675171736997056,0.20112781954887218,0.2599791738979521,0.29,41114,1289,2975,749
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.41792294807370184,0.1339957035445757,0.20292801952013012,0.3,41708,695,3225,499
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.41792294807370184,0.1339957035445757,0.20292801952013012,0.31,41708,695,3225,499
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.41792294807370184,0.1339957035445757,0.20292801952013012,0.32,41708,695,3225,499
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.41792294807370184,0.1339957035445757,0.20292801952013012,0.33,41708,695,3225,499
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.41792294807370184,0.1339957035445757,0.20292801952013012,0.34,41708,695,3225,499
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.41792294807370184,0.1339957035445757,0.20292801952013012,0.35,41708,695,3225,499
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.41792294807370184,0.1339957035445757,0.20292801952013012,0.36,41708,695,3225,499
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.47368421052631576,0.07491944146079485,0.1293763041966149,0.37,42093,310,3445,279
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.47368421052631576,0.07491944146079485,0.1293763041966149,0.38,42093,310,3445,279
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.5212765957446809,0.05263157894736842,0.09560975609756098,0.39,42223,180,3528,196
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.5212765957446809,0.05263157894736842,0.09560975609756098,0.4,42223,180,3528,196
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.5212765957446809,0.05263157894736842,0.09560975609756098,0.41,42223,180,3528,196
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.5481727574750831,0.04430719656283566,0.08198757763975155,0.42,42267,136,3559,165
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.5481727574750831,0.04430719656283566,0.08198757763975155,0.43,42267,136,3559,165
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.5481727574750831,0.04430719656283566,0.08198757763975155,0.44,42267,136,3559,165
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.5481727574750831,0.04430719656283566,0.08198757763975155,0.45,42267,136,3559,165
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.5481727574750831,0.04430719656283566,0.08198757763975155,0.46,42267,136,3559,165
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.5481727574750831,0.04430719656283566,0.08198757763975155,0.47,42267,136,3559,165
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.5481727574750831,0.04430719656283566,0.08198757763975155,0.48,42267,136,3559,165
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.5481727574750831,0.04430719656283566,0.08198757763975155,0.49,42267,136,3559,165
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.5847953216374269,0.02685284640171858,0.051347881899871634,0.5,42332,71,3624,100
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.5847953216374269,0.02685284640171858,0.051347881899871634,0.51,42332,71,3624,100
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.5847953216374269,0.02685284640171858,0.051347881899871634,0.52,42332,71,3624,100
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.5847953216374269,0.02685284640171858,0.051347881899871634,0.53,42332,71,3624,100
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.5847953216374269,0.02685284640171858,0.051347881899871634,0.54,42332,71,3624,100
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.5847953216374269,0.02685284640171858,0.051347881899871634,0.55,42332,71,3624,100
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.5847953216374269,0.02685284640171858,0.051347881899871634,0.56,42332,71,3624,100
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.6666666666666666,0.00644468313641246,0.01276595744680851,0.57,42391,12,3700,24
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.6666666666666666,0.00644468313641246,0.01276595744680851,0.58,42391,12,3700,24
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.6666666666666666,0.00644468313641246,0.01276595744680851,0.59,42391,12,3700,24
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.6666666666666666,0.00644468313641246,0.01276595744680851,0.6,42391,12,3700,24
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.6666666666666666,0.00644468313641246,0.01276595744680851,0.61,42391,12,3700,24
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.6956521739130435,0.004296455424274973,0.008540165465705898,0.62,42396,7,3708,16
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.6956521739130435,0.004296455424274973,0.008540165465705898,0.63,42396,7,3708,16
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.6956521739130435,0.004296455424274973,0.008540165465705898,0.64,42396,7,3708,16
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.6956521739130435,0.004296455424274973,0.008540165465705898,0.65,42396,7,3708,16
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.6956521739130435,0.004296455424274973,0.008540165465705898,0.66,42396,7,3708,16
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.7,0.0037593984962406013,0.007478632478632479,0.67,42397,6,3710,14
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.7,0.0037593984962406013,0.007478632478632479,0.68,42397,6,3710,14
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.7,0.0037593984962406013,0.007478632478632479,0.69,42397,6,3710,14
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.7,0.0037593984962406013,0.007478632478632479,0.7,42397,6,3710,14
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.0,0.0,0.0,0.71,42403,0,3724,0
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.0,0.0,0.0,0.72,42403,0,3724,0
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.0,0.0,0.0,0.73,42403,0,3724,0
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.0,0.0,0.0,0.74,42403,0,3724,0
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.0,0.0,0.0,0.75,42403,0,3724,0
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.0,0.0,0.0,0.76,42403,0,3724,0
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.0,0.0,0.0,0.77,42403,0,3724,0
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.0,0.0,0.0,0.78,42403,0,3724,0
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.0,0.0,0.0,0.79,42403,0,3724,0
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.0,0.0,0.0,0.8,42403,0,3724,0
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.0,0.0,0.0,0.81,42403,0,3724,0
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.0,0.0,0.0,0.82,42403,0,3724,0
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.0,0.0,0.0,0.83,42403,0,3724,0
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.0,0.0,0.0,0.84,42403,0,3724,0
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.0,0.0,0.0,0.85,42403,0,3724,0
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.0,0.0,0.0,0.86,42403,0,3724,0
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.0,0.0,0.0,0.87,42403,0,3724,0
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.0,0.0,0.0,0.88,42403,0,3724,0
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.0,0.0,0.0,0.89,42403,0,3724,0
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.0,0.0,0.0,0.9,42403,0,3724,0
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.0,0.0,0.0,0.91,42403,0,3724,0
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.0,0.0,0.0,0.92,42403,0,3724,0
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.0,0.0,0.0,0.93,42403,0,3724,0
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.0,0.0,0.0,0.94,42403,0,3724,0
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.0,0.0,0.0,0.95,42403,0,3724,0
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.0,0.0,0.0,0.96,42403,0,3724,0
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.0,0.0,0.0,0.97,42403,0,3724,0
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.0,0.0,0.0,0.98,42403,0,3724,0
stage5_lightgbm_smote_gpu,lightgbm,smote,isotonic,valid,0.7685160802846343,0.2514700301514722,0.0,0.0,0.0,0.99,42403,0,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.08281688884925766,0.9975832438238453,0.15293730188135524,0.01,1260,41143,9,3715
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.09276366435719785,0.9707303974221267,0.1693446385909027,0.02,7048,35355,109,3615
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.10650018362100624,0.9344790547798066,0.1912087912087912,0.03,13207,29196,244,3480
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.11941867207886343,0.8848012889366272,0.21043556009707498,0.04,18106,24297,429,3295
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.1330523268190914,0.8391514500537057,0.22968652383227373,0.05,22041,20362,599,3125
