model,model_family,strategy,calibration_method,selection_split,roc_auc,pr_auc,precision,recall,f1,threshold,tn,fp,fn,tp
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.14479794486710798,0.7870569280343717,0.24459651172494368,0.06,25092,17311,793,2931
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.15647574085660657,0.7387218045112782,0.2582492372682469,0.07,27573,14830,973,2751
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.1673522690173033,0.6882384532760473,0.2692368296654236,0.08,29651,12752,1161,2563
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.17865671641791045,0.6428571428571429,0.27960756832515765,0.09,31397,11006,1330,2394
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.19094153636981645,0.6033834586466166,0.2900852052672347,0.1,32882,9521,1477,2247
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.2022256331542594,0.5660580021482277,0.2979926491376873,0.11,34087,8316,1616,2108
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.2131979695431472,0.5300751879699248,0.3040899637988138,0.12,35118,7285,1750,1974
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.22375423318819546,0.4967776584317938,0.3085390260173449,0.13,35985,6418,1874,1850
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.235038084874864,0.4640171858216971,0.3120260021668472,0.14,36779,5624,1996,1728
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.244599939154244,0.4317937701396348,0.312293649252282,0.15,37437,4966,2116,1608
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.25708432912256746,0.40440386680988183,0.3143393863494051,0.16,38051,4352,2218,1506
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.2689655172413793,0.3770139634801289,0.313953488372093,0.17,38587,3816,2320,1404
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.28289473684210525,0.3579484425349087,0.3160265528686581,0.18,39024,3379,2391,1333
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.29700401037980656,0.33807733619763697,0.31621248273263847,0.19,39423,2980,2465,1259
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.30779357556608744,0.31390977443609025,0.31082159000265885,0.2,39774,2629,2555,1169
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.3205950991831972,0.2951127819548872,0.30732662192393734,0.21,40074,2329,2625,1099
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.33322591040928135,0.27765843179377014,0.3029148967335579,0.22,40334,2069,2690,1034
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.3408929836995039,0.25832438238453276,0.2939199511151848,0.23,40543,1860,2762,962
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.3508017207665233,0.2408700322234157,0.2856233083903837,0.24,40743,1660,2827,897
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.3577306193157211,0.22180451127819548,0.2738272832753191,0.25,40920,1483,2898,826
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.3605212355212355,0.2005907626208378,0.2577639751552795,0.26,41078,1325,2977,747
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.371931696905016,0.1871643394199785,0.24901750625223293,0.27,41226,1177,3027,697
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.37572590011614404,0.17373791621911922,0.23760558207858978,0.28,41328,1075,3077,647
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.3879746835443038,0.1646079484425349,0.23114630467571645,0.29,41436,967,3111,613
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.39986043265875787,0.15386680988184748,0.2222222222222222,0.3,41543,860,3151,573
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.41035548686244205,0.14258861439312567,0.21163810282981269,0.31,41640,763,3193,531
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.4174428450465707,0.1323845327604726,0.20101936799184505,0.32,41715,688,3231,493
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.43059490084985835,0.12244897959183673,0.19067530838385952,0.33,41800,603,3268,456
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.43912591050988553,0.11331901181525242,0.18014941302027748,0.34,41864,539,3302,422
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.4460093896713615,0.10204081632653061,0.1660839160839161,0.35,41931,472,3344,380
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.44502617801047123,0.09129967776584318,0.15151515151515152,0.36,41979,424,3384,340
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.4566813509544787,0.08351235230934478,0.14120317820658343,0.37,42033,370,3413,311
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.4560530679933665,0.0738453276047261,0.12710885139819736,0.38,42075,328,3449,275
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.474671669793621,0.06793770139634801,0.11886304909560723,0.39,42123,280,3471,253
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.48333333333333334,0.06229860365198711,0.11037107516650808,0.4,42155,248,3492,232
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.4825174825174825,0.055585392051557464,0.09968697327233325,0.41,42181,222,3517,207
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.506426735218509,0.05290010741138561,0.09579382445903234,0.42,42211,192,3527,197
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.5114942528735632,0.04779806659505908,0.08742632612966601,0.43,42233,170,3546,178
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.5344262295081967,0.04377013963480129,0.08091337800943162,0.44,42261,142,3561,163
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.5410447761194029,0.03893662728249194,0.07264529058116233,0.45,42280,123,3579,145
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.5371900826446281,0.03490870032223416,0.06555723651033787,0.46,42291,112,3594,130
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.5424528301886793,0.03088077336197637,0.058434959349593495,0.47,42306,97,3609,115
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.5513513513513514,0.027389903329752954,0.052187260168841135,0.48,42320,83,3622,102
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.5568862275449101,0.02497314715359828,0.047802621434078645,0.49,42329,74,3631,93
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.5763888888888888,0.02228786251342642,0.042916235780765255,0.5,42342,61,3641,83
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.5725806451612904,0.019065520945220193,0.036902286902286904,0.51,42350,53,3653,71
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.5825242718446602,0.01611170784103115,0.03135615364515286,0.52,42360,43,3664,60
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.6067415730337079,0.014500537056928034,0.02832415420928403,0.53,42368,35,3670,54
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.631578947368421,0.01288936627282492,0.02526315789473684,0.54,42375,28,3676,48
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.6615384615384615,0.01154672395273899,0.022697281604645025,0.55,42381,22,3681,43
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.6896551724137931,0.010741138560687433,0.021152829190904283,0.56,42385,18,3684,40
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.6666666666666666,0.008592910848549946,0.016967126193001062,0.57,42387,16,3692,32
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.6666666666666666,0.006981740064446832,0.013818761626361946,0.58,42390,13,3698,26
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.6666666666666666,0.005907626208378088,0.011711471919084376,0.59,42392,11,3702,22
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.6666666666666666,0.004833512352309345,0.00959744068248467,0.6,42394,9,3706,18
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.75,0.004027926960257788,0.008012820512820512,0.61,42398,5,3709,15
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.7333333333333333,0.002953813104189044,0.005883926183471516,0.62,42399,4,3713,11
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.6923076923076923,0.0024167561761546724,0.004816697886004816,0.63,42399,4,3715,9
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.7777777777777778,0.0018796992481203006,0.003750334851326011,0.64,42401,2,3717,7
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.75,0.001611170784103115,0.003215434083601286,0.65,42401,2,3718,6
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.75,0.001611170784103115,0.003215434083601286,0.66,42401,2,3718,6
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.7142857142857143,0.0013426423200859291,0.002680246582685607,0.67,42401,2,3719,5
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.6,0.0008055853920515575,0.0016090104585679806,0.68,42401,2,3721,3
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.5,0.0005370569280343716,0.001072961373390558,0.69,42401,2,3722,2
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.3333333333333333,0.0002685284640171858,0.0005366246310705661,0.7,42401,2,3723,1
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.71,42401,2,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.72,42401,2,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.73,42402,1,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.74,42402,1,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.75,42403,0,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.76,42403,0,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.77,42403,0,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.78,42403,0,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.79,42403,0,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.8,42403,0,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.81,42403,0,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.82,42403,0,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.83,42403,0,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.84,42403,0,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.85,42403,0,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.86,42403,0,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.87,42403,0,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.88,42403,0,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.89,42403,0,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.9,42403,0,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.91,42403,0,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.92,42403,0,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.93,42403,0,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.94,42403,0,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.95,42403,0,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.96,42403,0,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.97,42403,0,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.98,42403,0,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,raw,valid,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.99,42403,0,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.08073362672621241,1.0,0.14940522757818298,0.01,0,42403,0,3724
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.08073362672621241,1.0,0.14940522757818298,0.02,0,42403,0,3724
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.08073362672621241,1.0,0.14940522757818298,0.03,0,42403,0,3724
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.09105723669365959,0.9752953813104189,0.16656348169039922,0.04,6148,36255,92,3632
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.1284215603521042,0.8579484425349087,0.22340313953081845,0.05,20719,21684,529,3195
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.15562334067672146,0.7397959183673469,0.2571521911606851,0.06,27455,14948,969,2755
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.17781054183560635,0.6476906552094522,0.27902134305049453,0.07,31250,11153,1312,2412
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.19864207725479402,0.5813641245972073,0.2961088695890036,0.08,33669,8734,1559,2165
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.21470232199845934,0.5238990332975295,0.3045819998438842,0.09,35267,7136,1773,1951
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.23042188104760675,0.47959183673469385,0.31128540305010893,0.1,36438,5965,1938,1786
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.24321503131524008,0.43796992481203006,0.312751677852349,0.11,37328,5075,2093,1631
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.2567728744249446,0.40467239527389903,0.3141874283331596,0.12,38041,4362,2217,1507
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.2704426831625749,0.375671321160043,0.31448802967292344,0.13,38629,3774,2325,1399
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.28469980632666236,0.35526315789473684,0.31609126747103095,0.14,39079,3324,2401,1323
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.2968675842429995,0.33592910848549945,0.31519274376417233,0.15,39440,2963,2473,1251
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.30706593117940634,0.31390977443609025,0.3104501394237153,0.16,39765,2638,2555,1169
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.3198963432191189,0.29833512352309344,0.3087397526747256,0.17,40041,2362,2613,1111
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.330106183635228,0.28383458646616544,0.3052266820675715,0.18,40258,2145,2667,1057
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.33748736948467495,0.2690655209452202,0.29941730165844915,0.19,40436,1967,2722,1002
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.3416666666666667,0.2532223415682062,0.2908698334361505,0.2,40586,1817,2781,943
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.3505836575875486,0.24194414607948442,0.28630441690498887,0.21,40734,1669,2823,901
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.35628369970966406,0.23066595059076261,0.2800325998370008,0.22,40851,1552,2865,859
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.35919282511210765,0.21509129967776586,0.2690628149143433,0.23,40974,1429,2923,801
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.36034732272069464,0.2005907626208378,0.2577195100914266,0.24,41077,1326,2977,747
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.3686375321336761,0.19253490870032222,0.2529546657258776,0.25,41175,1228,3007,717
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.3721436343852013,0.1836734693877551,0.2459546925566343,0.26,41249,1154,3040,684
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.3739230327398047,0.17481203007518797,0.23824336688014638,0.27,41313,1090,3073,651
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.38,0.1683673469387755,0.23334573874209155,0.28,41380,1023,3097,627
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.38740458015267176,0.16353383458646617,0.22998489425981872,0.29,41440,963,3115,609
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.3956639566395664,0.15682062298603652,0.2246153846153846,0.3,41511,892,3140,584
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.4017094017094017,0.1514500537056928,0.21996879875195008,0.31,41563,840,3160,564
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.4092284417549168,0.14527389903329754,0.21442726912405866,0.32,41622,781,3183,541
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.41214057507987223,0.1385606874328679,0.20739549839228297,0.33,41667,736,3208,516
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.41846921797004993,0.13506981740064447,0.20422249289484368,0.34,41704,699,3221,503
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.4234875444839858,0.12781954887218044,0.19636963696369636,0.35,41755,648,3248,476
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.4288372093023256,0.12379162191192267,0.1921233590331319,0.36,41789,614,3263,461
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.435847208619001,0.11949516648764769,0.18756585879873552,0.37,41827,576,3279,445
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.4402061855670103,0.11466165413533834,0.18193438432040904,0.38,41860,543,3297,427
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.44127332601536773,0.1079484425349087,0.17346278317152103,0.39,41894,509,3322,402
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.4429065743944637,0.10311493018259936,0.1672838161620562,0.4,41920,483,3340,384
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.44607843137254904,0.09774436090225563,0.160352422907489,0.41,41951,452,3360,364
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.44787644787644787,0.09344790547798067,0.15463230393245944,0.42,41974,429,3376,348
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.45231607629427795,0.08915145005370569,0.14894571556751907,0.43,42001,402,3392,332
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.4563953488372093,0.08431793770139635,0.14233907524932005,0.44,42029,374,3410,314
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.45606060606060606,0.08082706766917293,0.13731751824817517,0.45,42044,359,3423,301
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.4604200323101777,0.07653061224489796,0.13124568270780568,0.46,42069,334,3439,285
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.462738301559792,0.07169709989258861,0.12415717275052314,0.47,42093,310,3457,267
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.4727272727272727,0.06981740064446831,0.12166588675713617,0.48,42113,290,3464,260
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.47784200385356457,0.06659505907626208,0.11689842092858826,0.49,42132,271,3476,248
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.48484848484848486,0.0644468313641246,0.11377103579047168,0.5,42148,255,3484,240
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.48717948717948717,0.061224489795918366,0.10877862595419847,0.51,42163,240,3496,228
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.4798206278026906,0.057465091299677765,0.1026378896882494,0.52,42171,232,3510,214
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.48578199052132703,0.05504833512352309,0.09889049686444766,0.53,42186,217,3519,205
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.5,0.05397422126745435,0.09743092583616093,0.54,42202,201,3523,201
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.5077319587628866,0.05290010741138561,0.0958171206225681,0.55,42212,191,3527,197
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.5067385444743935,0.050483351235230935,0.09181929181929183,0.56,42220,183,3536,188
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.5116279069767442,0.047261009667024706,0.08652900688298919,0.57,42235,168,3548,176
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.5263157894736842,0.04564983888292159,0.08401284902396837,0.58,42250,153,3554,170
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.5328947368421053,0.043501611170784105,0.0804369414101291,0.59,42261,142,3562,162
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.5392857142857143,0.04054779806659506,0.07542457542457542,0.6,42274,129,3573,151
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.5433962264150943,0.03866809881847476,0.07219854600150413,0.61,42282,121,3580,144
